img,class,cls_conf,obj_conf,xmin,xmax,ymin,ymax
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,5,1.0,1.0,376,428,65,117
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,0,0.999142,0.215628,9,65,136,191
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.99858,0.377683,374,428,62,117
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.997252,0.0198261,255,399,243,387
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.996764,0.00137645,519,556,134,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.99675,0.00594272,381,421,69,109
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.996408,0.00327177,287,378,286,377
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.995732,0.00105127,558,641,299,381
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.993937,0.0130797,523,568,163,208
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.992812,0.00168371,571,637,316,382
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,0,0.989317,0.00210363,17,57,143,182
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.974935,0.0011037,556,587,32,63
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,0,0.969889,0.00982686,2,79,126,202
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.967737,0.00654963,358,434,50,126
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.966373,0.00267766,516,562,146,192
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,2,0.618199,0.00356869,3,59,135,191
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,3,0.00723701,0.156612,9,64,135,189
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,9,0.00656576,0.412467,375,428,63,116
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,1,0.00590978,0.412467,375,428,63,116
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,8,0.00578532,0.218461,376,429,64,117
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,8,0.00570969,0.184467,8,63,136,191
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,2,0.00530342,0.218461,376,429,64,117
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,7,0.00503129,0.412467,375,428,63,116
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,0,0.00317509,0.462195,375,429,63,116
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,4,0.00271396,0.412467,375,428,63,116
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame155.txt,6,0.00167632,0.613466,375,428,64,116
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,5,1.0,1.0,387,439,91,143
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,3,0.9985,0.617392,389,440,93,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,3,0.997612,0.0301105,518,558,123,162
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,2,0.997056,0.00251491,310,348,423,461
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,0,0.996472,0.577499,19,80,144,205
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,3,0.995733,0.00159905,393,437,109,153
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,3,0.995013,0.00224691,326,379,162,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,0,0.991739,0.00300556,16,72,161,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,3,0.979729,0.00149537,381,461,80,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,2,0.963494,0.47073,18,81,143,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,0,0.407639,0.00435519,25,85,132,191
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,3,0.0712487,0.0382311,19,78,136,195
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,3,0.0260405,0.0430309,5,88,133,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,9,0.00654296,0.344605,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,1,0.00590879,0.344605,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,8,0.00574043,0.344605,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,8,0.00543992,0.218387,17,80,143,207
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,7,0.00537994,0.344605,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,2,0.0037887,0.378146,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,0,0.003034,0.344605,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,1,0.00300888,0.415987,17,81,142,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,9,0.0026412,0.415987,17,81,142,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,7,0.00245504,0.48011,19,80,144,205
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,4,0.00194649,0.590805,388,439,93,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame162.txt,6,0.00181973,0.590805,388,439,93,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,5,1.0,1.0,387,439,91,143
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,3,0.998508,0.623156,389,440,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,3,0.997602,0.0300025,518,558,123,162
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,2,0.996994,0.00273078,310,348,423,461
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,0,0.996646,0.587683,21,80,145,204
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,3,0.996184,0.00149497,393,437,109,153
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,3,0.994883,0.00366696,326,380,162,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,0,0.988441,0.00260533,16,73,162,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,3,0.980944,0.00153196,381,462,80,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,2,0.915744,0.424015,20,80,144,205
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,3,0.0675375,0.0362117,20,78,138,196
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,9,0.00647439,0.351265,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,1,0.0058069,0.351265,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,8,0.0056458,0.351265,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,7,0.00529228,0.351265,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,8,0.00481296,0.305654,19,80,145,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,2,0.00372808,0.377587,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,0,0.00299901,0.351265,387,439,92,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,7,0.00250866,0.481599,20,80,145,204
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,1,0.00246876,0.424015,20,80,144,205
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,4,0.00192902,0.599719,388,439,93,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame164.txt,6,0.00179364,0.599719,388,439,93,144
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,5,1.0,1.0,388,446,97,155
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,0,0.99942,0.0031514,19,89,135,205
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,0,0.998647,0.00641469,27,100,147,220
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.998592,0.454227,388,442,101,155
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.998179,0.012585,542,575,174,207
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.99737,0.0358309,520,560,120,160
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.997346,0.00337065,333,378,165,210
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.996058,0.00201588,301,376,296,370
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.995995,0.00208325,554,641,294,380
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.995664,0.00139944,358,382,79,104
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.995433,0.00128793,561,634,322,395
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.993849,0.00105011,372,415,89,132
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,2,0.993403,0.00304437,310,350,422,462
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.992843,0.0215448,396,436,109,148
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.990383,0.00107854,417,457,129,169
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.983929,0.00213274,547,582,164,199
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.978429,0.00408886,381,461,90,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,2,0.35478,0.136506,20,94,141,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,3,0.0136768,0.0924518,17,102,138,223
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,7,0.00758773,0.171488,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,8,0.00713194,0.171488,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,9,0.00705173,0.171488,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,1,0.00649249,0.171488,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,2,0.00378795,0.410419,390,440,101,151
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,8,0.00366186,0.317289,20,96,142,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,0,0.00302747,0.458666,390,439,102,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,4,0.00266624,0.410419,390,440,101,151
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,7,0.00241108,0.669604,21,95,144,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,1,0.00212876,0.669604,21,95,144,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,4,0.00209937,0.669604,21,95,144,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,9,0.00176074,0.669604,21,95,144,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame166.txt,5,0.00162624,0.669604,21,95,144,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,5,1.0,1.0,388,446,97,155
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,0,0.999375,0.00301634,18,89,135,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,0,0.998958,0.0151258,28,100,149,221
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.998592,0.454228,388,442,101,155
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.998179,0.0125865,542,575,174,207
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.99737,0.035831,520,560,120,160
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.997346,0.00337254,333,378,165,210
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.99606,0.00200629,301,376,296,370
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.995998,0.00210465,554,640,294,380
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.995664,0.00139939,358,382,79,104
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.995438,0.00128999,561,634,322,396
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.993849,0.00105011,372,415,89,132
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,2,0.993551,0.00314285,310,351,422,462
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.992843,0.0215448,396,436,109,148
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.990383,0.00107854,417,457,129,169
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.983928,0.00213292,547,582,164,199
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.978429,0.00408886,381,461,90,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,2,0.449186,0.145185,19,94,141,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,3,0.0134632,0.0943122,17,102,138,223
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,7,0.00758773,0.171489,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,8,0.00713193,0.171489,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,9,0.00705174,0.171489,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,1,0.00649249,0.171489,389,440,100,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,2,0.00378795,0.41042,390,440,101,151
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,8,0.00365459,0.319686,20,96,142,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,0,0.0030275,0.458665,390,439,102,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,4,0.00266624,0.41042,390,440,101,151
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,7,0.00237855,0.67623,21,95,143,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,1,0.00208212,0.67623,21,95,143,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,4,0.00208156,0.67623,21,95,143,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,9,0.00173792,0.67623,21,95,143,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame167.txt,5,0.0016305,0.67623,21,95,143,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,5,1.0,1.0,492,554,226,288
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.998334,0.015939,489,549,224,284
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.997857,0.00547814,432,462,72,102
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.996099,0.00164855,90,122,75,107
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.99508,0.00219502,278,380,274,375
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.994435,0.00332607,72,117,16,61
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.991682,0.00135938,306,363,128,186
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.988392,0.0010125,5,87,391,473
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,2,0.98504,0.00464294,0,22,7,29
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,3,0.972806,0.00147837,222,255,1,34
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,2,0.94827,0.00116484,149,179,344,374
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,1,0.00605066,0.29025,488,556,222,291
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,8,0.00600052,0.29025,488,556,222,291
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,9,0.00583898,0.29025,488,556,222,291
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,7,0.0049685,0.29025,488,556,222,291
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,2,0.00354853,0.29025,488,556,222,291
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame19.txt,0,0.0031324,0.399296,487,555,223,291
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,5,1.0,1.0,509,555,115,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,5,1.0,1.0,436,492,146,202
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.996956,0.00101854,559,639,315,394
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.995511,0.0252478,436,488,148,200
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.994987,0.216774,505,555,112,162
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.989267,0.00123066,584,612,47,75
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.988869,0.00141551,274,361,303,390
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,0,0.988551,0.00445069,102,147,226,272
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,2,0.988324,0.00156939,506,555,117,166
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.980121,0.0013194,276,379,268,371
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.965747,0.00349327,417,507,128,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.955594,0.00310147,487,579,93,185
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,2,0.589083,0.0023006,479,574,93,188
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,2,0.288964,0.00876269,103,147,226,270
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,3,0.188826,0.0131683,102,151,225,274
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,8,0.0681215,0.0165231,99,151,223,274
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,2,0.0656722,0.0273513,437,493,145,201
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,8,0.00761948,0.314991,506,552,115,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,9,0.00722395,0.314991,506,552,115,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,9,0.0068849,0.345797,436,489,145,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,7,0.00545446,0.314991,506,552,115,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,8,0.00501389,0.410686,437,490,144,198
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,7,0.00499229,0.246432,434,491,143,199
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,1,0.0049888,0.314991,506,552,115,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,1,0.00411809,0.404961,437,489,146,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,6,0.00398807,0.314991,506,552,115,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,6,0.00316186,0.383535,436,489,144,198
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,4,0.00258642,0.404961,437,489,146,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame200.txt,0,0.00236096,0.440333,436,491,144,198
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,5,1.0,1.0,493,539,124,170
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,5,1.0,1.0,440,496,141,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.997107,0.172987,446,499,143,196
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.995763,0.00117068,553,614,276,338
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.993755,0.0179202,488,535,126,174
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.991644,0.00149434,567,638,323,394
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.978143,0.00102351,562,640,308,387
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.972818,0.00447607,495,543,122,169
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.968624,0.00481033,429,517,124,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.932176,0.00280435,469,557,107,194
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.903401,0.00931255,465,513,132,181
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,0,0.881005,0.0012454,106,153,231,277
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,3,0.444363,0.00225076,106,153,231,278
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,2,0.0626175,0.0724004,491,539,123,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,8,0.00624203,0.263122,445,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,9,0.00584669,0.263122,445,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,9,0.00462985,0.243763,491,538,126,173
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,1,0.004622,0.263122,445,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,7,0.0046043,0.263122,445,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,8,0.00440789,0.243763,491,538,126,173
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame201.txt,2,0.00302683,0.342574,444,498,142,196
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,5,1.0,1.0,493,539,124,170
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,5,1.0,1.0,440,496,141,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.996945,0.181247,447,499,143,196
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.996103,0.00101127,555,612,279,336
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,2,0.995182,0.00190122,7,59,245,297
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.994698,0.00141361,281,378,265,361
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.99391,0.0053325,489,538,122,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.991681,0.00155705,567,638,323,394
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.978555,0.0014372,4,61,246,303
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.967543,0.00486629,430,517,124,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,0,0.928238,0.00118431,106,153,231,277
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.922516,0.00322719,469,558,106,195
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,3,0.885543,0.0101172,466,515,132,180
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,2,0.177927,0.095405,491,538,123,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,2,0.0230768,0.10527,446,498,144,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,8,0.00647814,0.266574,446,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,9,0.00606601,0.266574,446,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,7,0.00480632,0.266574,446,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,1,0.00479989,0.266574,446,494,145,193
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,9,0.00469793,0.290354,491,538,125,173
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame203.txt,8,0.00435587,0.290354,491,538,125,173
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame334.txt,5,1.0,1.0,491,597,269,376
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame334.txt,3,0.998925,0.00274335,532,596,281,345
