img,class,cls_conf,obj_conf,xmin,xmax,ymin,ymax
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame118.txt,3,0.547638,0.559625,38,270,68,242
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame118.txt,0,0.596528,0.597531,5,81,186,285
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame119.txt,3,0.308411,0.310074,376,425,80,121
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame119.txt,3,0.480409,0.482679,486,531,137,176
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame119.txt,3,0.547638,0.559625,38,270,68,242
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame119.txt,0,0.596528,0.597531,5,81,186,285
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame123.txt,0,0.379751,0.381049,181,228,135,195
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame123.txt,3,0.497199,0.499029,493,536,143,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame123.txt,3,0.559699,0.565285,405,457,87,128
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame124.txt,3,0.337493,0.339682,326,375,14,56
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame124.txt,0,0.416874,0.418237,181,228,135,195
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame124.txt,3,0.537814,0.539413,493,536,144,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame124.txt,3,0.559354,0.564584,406,459,87,128
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame125.txt,3,0.337493,0.339682,326,375,14,56
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame125.txt,0,0.416874,0.418237,181,228,135,195
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame125.txt,3,0.537814,0.539413,493,536,144,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame125.txt,3,0.559354,0.564584,406,459,87,128
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame126.txt,3,0.454371,0.457717,331,382,18,60
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame126.txt,0,0.506716,0.512196,6,72,152,207
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame126.txt,3,0.689649,0.69074,497,540,147,185
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame127.txt,3,0.458547,0.461885,331,382,18,60
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame127.txt,0,0.478141,0.48348,6,72,152,207
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame127.txt,3,0.690612,0.691692,497,540,147,185
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame128.txt,3,0.458547,0.461885,331,382,18,60
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame128.txt,0,0.478141,0.48348,6,72,152,207
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame128.txt,3,0.690612,0.691692,497,540,147,185
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame129.txt,0,0.413955,0.416144,172,224,147,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame129.txt,3,0.492517,0.497965,499,541,150,189
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame129.txt,3,0.604096,0.6064,335,387,20,60
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame129.txt,0,0.751942,0.754425,8,69,147,225
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame130.txt,0,0.408731,0.410951,172,224,146,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame130.txt,3,0.501925,0.507304,499,541,150,189
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame130.txt,3,0.610015,0.612336,335,387,20,60
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame130.txt,0,0.753252,0.75577,8,69,147,225
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame131.txt,0,0.406697,0.408919,172,224,146,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame131.txt,3,0.5035,0.509209,499,541,150,189
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame131.txt,3,0.608548,0.610866,335,387,20,60
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame131.txt,0,0.753249,0.755767,8,69,147,225
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame132.txt,2,0.355264,0.359409,453,508,105,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame132.txt,0,0.673625,0.676528,167,230,144,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame132.txt,3,0.677339,0.680556,341,392,21,65
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame132.txt,0,0.797567,0.798816,3,73,142,221
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame133.txt,2,0.300253,0.304761,453,508,105,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame133.txt,0,0.675312,0.678411,167,231,144,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame133.txt,3,0.691627,0.694405,340,392,21,66
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame133.txt,0,0.798501,0.799687,3,73,141,219
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame134.txt,2,0.299665,0.304532,453,508,105,152
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame134.txt,0,0.677354,0.680463,167,231,144,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame134.txt,3,0.691844,0.694624,340,392,21,66
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame134.txt,0,0.799211,0.800399,3,73,141,219
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame135.txt,0,0.697922,0.70091,167,233,145,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame135.txt,3,0.702107,0.703573,347,397,26,69
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame135.txt,0,0.797086,0.798036,6,70,140,221
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame136.txt,0,0.700786,0.703786,168,233,145,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame136.txt,3,0.701657,0.703143,347,397,26,70
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame136.txt,0,0.80175,0.802725,4,70,140,221
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame137.txt,0,0.700786,0.703786,168,233,145,218
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame137.txt,3,0.701657,0.703143,347,397,26,70
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame137.txt,0,0.80175,0.802725,4,70,140,221
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame138.txt,3,0.46636,0.47313,483,539,134,182
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame138.txt,3,0.639339,0.641278,357,408,29,77
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame138.txt,0,0.706765,0.709663,170,234,150,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame138.txt,0,0.784625,0.785915,3,67,139,220
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame139.txt,3,0.555678,0.59293,481,540,132,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame139.txt,3,0.578862,0.580924,357,408,29,77
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame139.txt,0,0.709055,0.711942,170,234,150,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame139.txt,0,0.784961,0.786287,4,67,139,220
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame140.txt,3,0.529691,0.578471,481,541,132,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame140.txt,3,0.58024,0.58227,357,408,29,77
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame140.txt,0,0.708976,0.711838,170,234,150,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame140.txt,0,0.784961,0.786287,4,67,139,220
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame141.txt,0,0.466807,0.4686,178,232,155,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame141.txt,3,0.669872,0.671683,499,550,143,188
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame141.txt,3,0.745019,0.749217,359,410,36,87
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame141.txt,0,0.836841,0.837907,2,68,138,219
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame142.txt,0,0.448223,0.450014,179,234,155,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame142.txt,3,0.707058,0.708666,499,551,143,190
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame142.txt,3,0.742901,0.747088,359,410,36,87
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame142.txt,0,0.825183,0.826247,3,69,138,222
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame143.txt,0,0.430921,0.432652,179,234,155,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame143.txt,3,0.701942,0.703526,499,551,141,189
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame143.txt,3,0.741718,0.745912,359,410,36,87
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame143.txt,0,0.823155,0.824221,3,69,138,222
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame144.txt,0,0.388485,0.390396,180,244,162,219
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame144.txt,3,0.508769,0.516621,504,556,146,188
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame144.txt,3,0.704034,0.704674,363,422,38,97
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame144.txt,0,0.849681,0.850907,3,71,135,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame145.txt,0,0.468382,0.47067,181,244,161,220
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame145.txt,3,0.512919,0.514916,504,557,146,190
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame145.txt,3,0.750635,0.751265,362,420,38,97
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame145.txt,0,0.853862,0.854983,3,73,135,209
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame146.txt,0,0.469451,0.471742,181,244,161,220
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame146.txt,3,0.512919,0.514916,504,557,146,190
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame146.txt,3,0.750635,0.751265,362,420,38,97
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame146.txt,0,0.85385,0.85497,3,73,135,209
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame147.txt,3,0.37753,0.379119,513,560,148,194
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame147.txt,3,0.786611,0.78773,366,423,45,105
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame147.txt,0,0.865048,0.865768,3,69,134,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame148.txt,3,0.379458,0.381067,513,560,149,194
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame148.txt,3,0.785175,0.786335,366,422,44,104
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame148.txt,0,0.863219,0.863953,3,69,134,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame149.txt,3,0.379444,0.381054,513,560,149,194
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame149.txt,3,0.785175,0.786335,366,422,44,104
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame149.txt,0,0.863218,0.863952,3,69,134,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame150.txt,3,0.442933,0.445494,517,563,144,204
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame150.txt,3,0.660659,0.662234,370,427,50,112
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame150.txt,0,0.801967,0.803378,4,68,134,203
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame151.txt,3,0.404804,0.407189,517,563,144,204
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame151.txt,3,0.656795,0.658002,370,427,49,113
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame151.txt,0,0.801862,0.803278,4,68,134,203
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame152.txt,3,0.404327,0.406714,517,563,144,204
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame152.txt,3,0.656717,0.657924,370,427,49,113
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame152.txt,0,0.801856,0.803273,4,68,134,203
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame168.txt,3,0.717094,0.718775,388,445,103,163
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame168.txt,0,0.795452,0.796176,32,112,134,229
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame169.txt,3,0.718454,0.720056,390,446,102,162
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame169.txt,0,0.825825,0.826633,34,110,134,229
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame170.txt,3,0.716112,0.717736,390,446,102,162
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame170.txt,0,0.826703,0.827517,34,110,134,229
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame171.txt,3,0.758307,0.760647,394,446,114,168
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame171.txt,0,0.768747,0.770864,49,124,144,237
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame172.txt,0,0.774882,0.777356,49,125,143,237
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame172.txt,3,0.784669,0.786561,393,447,113,170
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame173.txt,0,0.774175,0.776689,49,125,143,237
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame173.txt,3,0.784676,0.786569,393,447,113,170
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame174.txt,3,0.634463,0.640212,397,453,125,174
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame174.txt,0,0.760703,0.761308,58,127,150,246
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame175.txt,3,0.651001,0.653276,398,451,125,173
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame175.txt,0,0.755065,0.755657,57,127,150,246
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame176.txt,3,0.650628,0.652893,398,451,125,173
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame176.txt,0,0.755607,0.756196,57,127,150,246
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame177.txt,3,0.423576,0.42693,410,458,136,179
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame177.txt,0,0.823642,0.824368,65,131,158,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame178.txt,3,0.37225,0.375077,409,457,134,177
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame178.txt,0,0.823371,0.824067,65,131,158,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame179.txt,3,0.395212,0.398117,409,457,134,177
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame179.txt,0,0.823285,0.823984,65,131,158,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame180.txt,3,0.542424,0.543679,415,462,138,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame180.txt,0,0.702836,0.705945,72,136,165,248
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame181.txt,3,0.509254,0.513188,416,464,137,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame181.txt,0,0.709405,0.712359,71,134,168,249
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame182.txt,3,0.509294,0.513227,416,464,137,183
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame182.txt,0,0.709405,0.712359,71,134,168,249
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame183.txt,0,0.578157,0.580818,72,132,167,254
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame183.txt,3,0.690247,0.691116,425,472,144,185
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame184.txt,0,0.576701,0.579366,72,132,167,254
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame184.txt,3,0.683956,0.684811,425,472,144,186
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame185.txt,0,0.576701,0.579366,72,132,167,254
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame185.txt,3,0.68391,0.684765,425,472,144,186
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame186.txt,3,0.617477,0.618331,433,476,149,190
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame186.txt,0,0.630983,0.633682,77,131,179,260
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame187.txt,0,0.606514,0.609236,78,131,179,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame187.txt,3,0.653265,0.654038,433,476,149,191
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame188.txt,0,0.606514,0.609236,78,131,179,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame188.txt,3,0.667004,0.667758,433,475,149,191
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame189.txt,3,0.460304,0.462118,439,477,150,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame189.txt,0,0.748179,0.750592,80,137,186,264
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame190.txt,3,0.616059,0.617892,440,476,151,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame190.txt,0,0.730299,0.732718,80,136,186,263
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame191.txt,3,0.611533,0.613355,440,476,151,197
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame191.txt,0,0.728426,0.730857,80,136,186,263
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame192.txt,0,0.715854,0.718282,85,143,200,266
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame193.txt,0,0.712839,0.715101,86,143,202,266
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame194.txt,0,0.712059,0.714309,86,143,202,266
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame357.txt,0,0.351544,0.354603,188,244,161,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame357.txt,3,0.606626,0.607827,425,519,281,347
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame358.txt,0,0.285869,0.288504,189,244,161,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame358.txt,3,0.665862,0.667099,424,518,280,346
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame359.txt,0,0.285966,0.288601,189,244,161,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame359.txt,3,0.657857,0.659131,424,518,281,347
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame360.txt,0,0.464497,0.469171,187,239,155,214
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame360.txt,3,0.571231,0.572442,408,518,274,356
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame361.txt,3,0.60126,0.602386,409,517,274,356
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame361.txt,0,0.674205,0.678995,187,241,155,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame362.txt,3,0.59896,0.600088,409,517,274,356
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame362.txt,0,0.674198,0.678988,187,241,155,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame363.txt,3,0.536081,0.538985,421,471,126,162
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame363.txt,3,0.663717,0.66458,417,531,279,350
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame363.txt,0,0.740631,0.743752,184,241,152,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame364.txt,3,0.533527,0.536389,419,471,125,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame364.txt,3,0.701136,0.701958,416,532,279,351
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame364.txt,0,0.720033,0.723147,184,241,152,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame365.txt,3,0.534282,0.53714,419,471,125,161
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame365.txt,3,0.70078,0.701603,416,532,279,351
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame365.txt,0,0.720033,0.723147,184,241,152,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame366.txt,3,0.312197,0.314173,439,498,139,179
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame366.txt,3,0.409017,0.410404,458,506,165,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame366.txt,3,0.526688,0.529837,426,482,124,163
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame366.txt,3,0.709495,0.715112,404,536,269,350
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame366.txt,0,0.807133,0.810304,183,242,150,212
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame367.txt,3,0.303072,0.304673,441,499,140,180
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame367.txt,3,0.463156,0.464479,459,506,165,206
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame367.txt,3,0.476084,0.479319,426,482,124,164
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame367.txt,3,0.720563,0.721232,407,535,269,348
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame367.txt,0,0.812769,0.816005,183,242,150,213
